100 1000
0 1 86
0 16 76
0 43 79
0 50 50
0 62 40
0 64 27
0 65 97
0 71 27
0 78 1
0 94 41
1 7 17
1 52 80
1 75 33
1 97 33
2 11 57
2 13 58
2 23 100
2 38 64
2 43 34
2 44 10
2 56 7
2 59 69
2 65 6
2 76 93
2 92 88
2 98 10
3 20 16
3 21 47
3 31 9
3 37 53
3 70 65
3 71 16
3 73 8
3 74 24
3 89 25
3 98 98
3 99 59
4 1 73
4 2 11
4 9 100
4 11 61
4 13 46
4 26 44
4 34 46
4 36 66
4 39 47
4 55 88
4 63 78
4 87 23
4 89 37
4 96 26
5 1 12
5 2 47
5 7 71
5 32 79
5 35 58
5 55 6
5 63 19
5 70 84
5 80 13
5 85 13
5 89 0
6 1 87
6 8 15
6 16 95
6 26 77
6 44 96
6 49 50
6 60 29
6 74 13
6 92 58
7 0 64
7 28 48
7 36 80
7 37 29
7 49 29
7 65 74
7 72 5
7 73 14
7 79 52
7 82 69
7 85 18
7 88 88
8 23 48
8 24 80
8 31 4
8 40 23
8 46 1
8 49 5
8 54 69
8 61 29
8 75 56
8 90 50
9 11 24
9 17 4
9 46 11
9 50 60
9 62 98
9 63 66
9 65 39
9 86 72
9 91 75
10 2 45
10 12 8
10 13 82
10 19 99
10 23 83
10 39 91
10 47 51
10 55 97
10 60 93
10 75 3
11 14 1
11 15 44
11 34 82
11 43 92
11 45 85
11 46 20
11 70 10
11 71 69
11 72 89
12 14 87
12 30 53
12 40 60
12 41 85
12 42 45
12 44 30
12 45 18
12 48 73
12 53 83
12 83 35
12 90 73
12 96 9
13 21 100
13 26 81
13 31 58
13 45 14
13 47 76
13 48 100
13 64 41
13 85 12
13 95 79
14 3 57
14 8 14
14 31 32
14 51 65
14 68 66
14 76 20
14 77 48
14 81 39
14 89 34
14 90 18
14 93 10
14 96 52
15 6 56
15 51 90
15 58 46
15 77 47
15 79 65
15 93 84
15 96 74
15 97 50
16 9 17
16 20 80
16 24 73
16 26 36
16 36 71
16 43 44
16 54 91
16 55 93
16 68 20
16 71 6
16 81 93
16 83 63
16 91 34
16 95 43
17 12 63
17 15 0
17 18 55
17 23 57
17 30 10
17 51 91
17 54 65
17 64 64
17 80 11
18 3 70
18 14 96
18 73 21
18 93 54
19 26 76
19 27 72
19 28 9
19 40 5
19 52 21
19 59 100
19 60 70
19 61 76
19 89 11
20 0 49
20 7 95
20 12 86
20 32 55
20 40 91
20 51 44
20 61 16
20 75 85
20 77 1
20 79 17
20 80 70
20 86 32
20 92 9
21 2 64
21 17 93
21 25 44
21 29 98
21 39 36
21 66 97
21 71 92
21 86 94
21 92 67
22 1 8
22 13 30
22 15 71
22 23 66
22 25 80
22 30 2
22 43 62
22 65 66
22 80 62
22 84 59
22 87 10
22 95 20
22 96 64
23 9 18
23 16 83
23 18 57
23 21 68
23 25 8
23 28 95
23 46 86
23 50 59
23 73 35
23 87 31
23 97 84
24 3 66
24 10 21
24 13 69
24 39 35
24 43 96
24 47 64
24 55 31
24 65 51
24 69 98
24 92 17
24 93 17
24 94 52
25 2 19
25 10 63
25 20 58
25 39 96
25 42 80
25 45 77
25 69 55
25 73 70
25 84 59
25 86 76
25 89 83
25 93 6
26 2 34
26 7 66
26 10 74
26 20 5
26 35 17
26 41 23
26 78 56
27 22 52
27 24 54
27 26 59
27 28 33
27 39 6
27 40 23
27 68 91
27 76 44
27 77 69
27 90 3
27 92 33
27 98 85
28 8 42
28 10 42
28 12 93
28 26 61
28 34 76
28 39 4
28 53 14
28 71 18
28 90 31
28 93 86
29 7 2
29 35 68
29 50 35
29 51 11
30 21 59
30 26 66
30 27 48
30 29 16
30 32 31
30 37 19
30 38 49
30 49 78
30 62 22
30 74 51
30 85 97
30 87 68
30 88 44
30 90 1
31 4 15
31 12 64
31 36 90
31 38 48
31 53 3
31 65 34
31 66 25
31 67 67
31 86 41
31 87 99
32 9 7
32 13 78
32 14 67
32 16 81
32 40 70
32 64 81
32 75 96
32 84 32
32 90 63
33 1 67
33 6 73
33 11 18
33 26 35
33 29 43
33 35 82
33 38 7
33 40 98
33 52 35
33 63 75
33 93 3
33 99 86
34 18 52
34 23 69
34 24 18
34 25 14
34 31 51
34 37 16
34 38 9
34 62 30
34 78 57
34 92 83
34 98 64
35 3 32
35 20 74
35 25 45
35 53 24
35 67 50
35 81 70
35 86 22
35 97 17
35 98 84
36 12 9
36 29 28
36 50 40
36 58 11
36 84 77
36 91 88
36 94 85
36 95 64
37 31 13
37 44 69
37 58 35
37 86 69
38 1 29
38 22 42
38 23 62
38 25 50
38 27 85
38 41 88
38 75 56
38 78 91
38 99 85
39 2 35
39 6 67
39 29 74
39 57 100
39 61 94
39 74 93
39 77 73
39 78 5
39 90 26
39 91 14
40 4 14
40 39 62
40 45 14
40 67 81
40 68 80
40 80 52
40 87 53
41 9 2
41 10 53
41 20 94
41 24 28
41 39 81
41 76 24
41 78 14
41 85 64
41 91 94
41 92 65
42 4 12
42 6 67
42 41 25
42 70 61
42 74 23
42 88 37
42 93 55
43 20 25
43 39 51
43 42 40
43 45 82
43 53 93
43 61 93
43 73 11
43 81 51
43 90 54
44 1 52
44 24 31
44 26 4
44 33 67
44 35 27
44 38 81
44 50 27
44 54 26
44 73 67
44 75 51
44 81 95
44 99 93
45 1 52
45 4 8
45 5 81
45 23 22
45 24 74
45 26 67
45 79 63
45 81 81
45 86 47
46 13 73
46 37 13
46 52 26
46 72 39
47 17 67
47 23 43
47 28 36
47 35 92
48 15 91
48 17 46
48 22 26
48 52 56
48 56 23
48 60 69
48 73 32
48 77 0
48 92 95
48 97 82
49 2 9
49 3 72
49 9 18
49 20 3
49 23 65
49 24 94
49 29 73
49 31 93
49 35 35
49 38 31
49 44 62
49 69 26
49 79 21
49 88 34
49 89 60
49 93 2
50 6 11
50 16 35
50 20 23
50 27 92
50 28 27
50 31 94
50 38 52
50 41 19
50 70 30
50 76 20
50 80 47
50 81 87
50 94 14
51 1 38
51 8 0
51 13 72
51 16 97
51 41 0
51 43 41
51 50 53
51 70 65
51 99 92
52 6 85
52 9 80
52 14 7
52 18 53
52 25 71
52 34 25
52 41 71
52 64 93
52 77 49
52 79 38
52 80 15
52 81 23
52 85 40
52 90 15
52 97 12
53 13 46
53 14 72
53 23 45
53 40 2
53 63 19
53 72 55
53 99 79
54 6 68
54 10 93
54 26 87
54 41 88
54 42 21
54 47 42
54 56 5
54 60 30
54 80 82
54 89 46
54 97 73
55 0 19
55 9 100
55 15 93
55 18 31
55 23 72
55 34 34
55 37 52
55 46 1
55 54 44
55 61 9
55 76 53
55 77 91
55 81 23
55 94 17
56 8 40
56 10 100
56 11 78
56 12 7
56 15 14
56 23 69
56 26 32
56 43 75
56 57 34
56 71 42
56 95 75
57 2 82
57 5 77
57 6 82
57 13 4
57 19 9
57 27 84
57 30 33
57 32 53
57 58 43
57 67 79
57 70 25
57 79 10
57 93 70
57 97 33
58 8 94
58 25 30
58 29 53
58 32 5
58 63 65
58 71 58
58 73 53
58 91 47
58 92 65
58 97 52
58 99 23
59 26 79
59 28 50
59 42 16
59 48 55
59 55 75
59 60 15
59 64 47
59 76 79
59 84 95
60 1 66
60 4 42
60 32 67
60 41 22
60 45 41
60 57 99
60 61 65
60 71 32
60 89 44
60 95 3
61 2 86
61 4 64
61 9 98
61 14 21
61 16 61
61 18 19
61 51 60
61 65 41
61 68 13
61 69 9
61 74 42
61 77 35
61 92 42
62 3 64
62 5 92
62 6 87
62 18 45
62 24 56
62 28 89
62 35 20
62 42 5
62 51 39
62 67 84
62 74 71
62 85 21
63 13 65
63 19 71
63 45 12
63 60 16
63 76 51
63 77 12
63 82 100
63 85 58
64 8 49
64 11 65
64 15 54
64 19 39
64 21 44
