100 99
0 1 1791
1 2 2577
2 3 6194
3 4 3740
4 5 4132
5 6 5430
6 7 2133
7 8 2532
8 9 8279
9 10 6584
10 11 9897
11 12 378
12 13 7863
13 14 3044
14 15 380
15 16 697
16 17 9148
17 18 4467
18 19 85
19 20 4663
20 21 9887
21 22 5719
22 23 233
23 24 7774
24 25 9866
25 26 4533
26 27 8972
27 28 1199
28 29 7220
29 30 5390
30 31 8332
31 32 9011
32 33 7967
33 34 5604
34 35 3830
35 36 3178
36 37 1034
37 38 5963
38 39 6789
39 40 391
40 41 3625
41 42 6685
42 43 769
43 44 2566
44 45 807
45 46 2228
46 47 4342
47 48 9956
48 49 7775
49 50 4428
50 51 5697
51 52 7661
52 53 146
53 54 5931
54 55 6513
55 56 12
56 57 1542
57 58 6564
58 59 1211
59 60 9841
60 61 1953
61 62 621
62 63 9931
63 64 999
64 65 6226
65 66 3760
66 67 5256
67 68 8339
68 69 9723
69 70 2044
70 71 9809
71 72 4427
72 73 8729
73 74 1657
74 75 6993
75 76 614
76 77 3885
77 78 1335
78 79 569
79 80 2738
80 81 5763
81 82 6267
82 83 1478
83 84 6988
84 85 3276
85 86 7991
86 87 8079
87 88 5897
88 89 4554
89 90 368
90 91 5738
91 92 7587
92 93 990
93 94 5668
94 95 9665
95 96 8295
96 97 506
97 98 4920
98 99 7712
