49 120
0 1 187
0 7 69
0 8 43
1 2 238
1 8 227
1 9 272
2 3 182
2 9 125
2 10 66
3 4 121
3 10 238
3 11 0
4 5 216
4 11 170
4 12 253
5 6 135
5 12 88
5 13 55
6 13 201
7 8 96
7 14 197
7 15 294
8 9 98
8 15 140
8 16 212
9 10 13
9 16 41
9 17 187
10 11 121
10 17 291
10 18 182
11 12 257
11 18 60
11 19 225
12 13 194
12 19 236
12 20 145
13 20 24
14 15 211
14 21 146
14 22 10
15 16 212
15 22 10
15 23 197
16 17 164
16 23 146
16 24 66
17 18 169
17 24 296
17 25 154
18 19 214
18 25 192
18 26 147
19 20 11
19 26 32
19 27 7
20 27 24
21 22 143
21 28 94
21 29 22
22 23 24
22 29 50
22 30 13
23 24 250
23 30 193
23 31 22
24 25 43
24 31 218
24 32 207
25 26 255
25 32 12
25 33 166
26 27 166
26 33 22
26 34 63
27 34 279
28 29 129
28 35 96
28 36 117
29 30 233
29 36 9
29 37 112
30 31 28
30 37 20
30 38 4
31 32 286
31 38 44
31 39 286
32 33 128
32 39 87
32 40 257
33 34 153
33 40 137
33 41 219
34 41 51
35 36 241
35 42 94
35 43 30
36 37 97
36 43 298
36 44 197
37 38 263
37 44 112
37 45 209
38 39 25
38 45 40
38 46 231
39 40 104
39 46 136
39 47 48
40 41 286
40 47 95
40 48 109
41 48 13
42 43 113
43 44 64
44 45 299
45 46 47
46 47 109
47 48 76
