100 261
0 1 5000
0 10 9997
0 11 5
1 2 5000
1 11 5000
1 12 9999
2 3 3
2 12 9999
2 13 2
3 4 9999
3 13 5
3 14 9997
4 5 5
4 14 5
4 15 9999
5 6 5000
5 15 5000
5 16 2
6 7 3
6 16 5
6 17 1
7 8 3
7 17 2
7 18 10000
8 9 10000
8 18 8
8 19 3
9 19 8
10 11 9997
10 20 5000
10 21 3
11 12 1
11 21 1
11 22 8
12 13 9999
12 22 10000
12 23 3
13 14 2
13 23 9997
13 24 5
14 15 10000
14 24 10000
14 25 10000
15 16 2
15 25 5
15 26 5000
16 17 9999
16 26 10000
16 27 9999
17 18 10000
17 27 2
17 28 9999
18 19 3
18 28 10000
18 29 8
19 29 3
20 21 10000
20 30 9999
20 31 3
21 22 5
21 31 3
21 32 9997
22 23 5
22 32 3
22 33 9999
23 24 1
23 33 1
23 34 2
24 25 5
24 34 5000
24 35 5
25 26 2
25 35 5000
25 36 5
26 27 1
26 36 5000
26 37 9999
27 28 5000
27 37 8
27 38 8
28 29 8
28 38 3
28 39 2
29 39 5000
30 31 9997
30 40 10000
30 41 3
31 32 3
31 41 9997
31 42 9997
32 33 8
32 42 2
32 43 10000
33 34 5000
33 43 5
33 44 9999
34 35 10000
34 44 3
34 45 5000
35 36 10000
35 45 1
35 46 2
36 37 9999
36 46 10000
36 47 2
37 38 5000
37 47 5000
37 48 5000
38 39 8
38 48 2
38 49 1
39 49 9999
40 41 5
40 50 9997
40 51 8
41 42 5000
41 51 9997
41 52 9999
42 43 1
42 52 1
42 53 5
43 44 9997
43 53 2
43 54 5
44 45 1
44 54 5
44 55 1
45 46 1
45 55 8
45 56 9999
46 47 10000
46 56 5000
46 57 5000
47 48 5000
47 57 8
47 58 9997
48 49 5
48 58 1
48 59 5
49 59 9999
50 51 8
50 60 5000
50 61 5
51 52 9997
51 61 1
51 62 8
52 53 3
52 62 9997
52 63 3
53 54 3
53 63 9997
53 64 5000
54 55 2
54 64 9997
54 65 5000
55 56 2
55 65 5000
55 66 10000
56 57 10000
56 66 5
56 67 9997
57 58 10000
57 67 9999
57 68 2
58 59 8
58 68 3
58 69 5000
59 69 9999
60 61 2
60 70 8
60 71 3
61 62 3
61 71 2
61 72 9997
62 63 9999
62 72 5
62 73 1
63 64 5
63 73 9997
63 74 3
64 65 3
64 74 5
64 75 10000
65 66 5
65 75 5000
65 76 5000
66 67 5
66 76 5
66 77 3
67 68 5
67 77 3
67 78 9999
68 69 5
68 78 5
68 79 5000
69 79 8
70 71 3
70 80 1
70 81 9997
71 72 5
71 81 9997
71 82 2
72 73 3
72 82 8
72 83 8
73 74 5
73 83 8
73 84 8
74 75 5
74 84 1
74 85 5000
75 76 5000
75 85 8
75 86 9997
76 77 2
76 86 10000
76 87 1
77 78 3
77 87 5
77 88 3
78 79 8
78 88 9997
78 89 1
79 89 5000
80 81 10000
80 90 2
80 91 10000
81 82 1
81 91 5
81 92 3
82 83 1
82 92 5000
82 93 3
83 84 9997
83 93 1
83 94 10000
84 85 5000
84 94 5000
84 95 1
85 86 9999
85 95 10000
85 96 10000
86 87 3
86 96 5
86 97 9997
87 88 1
87 97 2
87 98 8
88 89 3
88 98 5
88 99 10000
89 99 9999
90 91 10000
91 92 5000
92 93 9997
93 94 9999
94 95 5000
95 96 8
96 97 9999
97 98 9999
98 99 9999
