100 99
0 1 9998
1 2 9998
2 3 10000
3 4 9998
4 5 10000
5 6 10000
6 7 9999
7 8 9997
8 9 9998
9 10 9997
10 11 9997
11 12 9997
12 13 9997
13 14 9998
14 15 10000
15 16 9998
16 17 9997
17 18 9997
18 19 9998
19 20 9999
20 21 9997
21 22 9999
22 23 10000
23 24 9998
24 25 9997
25 26 10000
26 27 9999
27 28 9999
28 29 9998
29 30 10000
30 31 9998
31 32 9999
32 33 9997
33 34 9998
34 35 9997
35 36 9997
36 37 9997
37 38 10000
38 39 9998
39 40 9999
40 41 9997
41 42 9999
42 43 10000
43 44 9998
44 45 9997
45 46 10000
46 47 9999
47 48 9997
48 49 10000
49 50 9997
50 51 10000
51 52 9997
52 53 10000
53 54 9999
54 55 9999
55 56 9997
56 57 9999
57 58 9997
58 59 10000
59 60 10000
60 61 9997
61 62 9997
62 63 9999
63 64 9998
64 65 9999
65 66 10000
66 67 9999
67 68 10000
68 69 10000
69 70 9997
70 71 9999
71 72 10000
72 73 10000
73 74 9998
74 75 9998
75 76 10000
76 77 9998
77 78 9997
78 79 9997
79 80 9998
80 81 9998
81 82 9997
82 83 9998
83 84 9997
84 85 10000
85 86 9997
86 87 9998
87 88 9998
88 89 9998
89 90 9997
90 91 9998
91 92 9998
92 93 9998
93 94 9997
94 95 10000
95 96 9997
96 97 9997
97 98 9998
98 99 10000
