50 300
0 3 30
0 4 12
0 6 3
0 32 19
0 37 13
0 47 1
1 7 1
1 11 13
1 15 36
1 16 26
1 25 10
1 26 1
1 30 49
1 33 27
1 39 41
2 5 24
2 9 31
2 12 35
2 13 16
2 21 49
2 25 36
2 42 22
2 45 9
3 11 14
3 12 40
3 49 7
4 6 46
4 11 28
4 15 47
4 33 43
4 36 47
4 44 50
4 48 1
5 0 25
5 27 15
5 30 33
5 39 24
5 43 28
5 47 19
6 7 5
6 10 42
6 27 5
6 34 24
7 4 33
7 9 3
7 18 15
7 22 19
7 31 24
7 32 44
7 43 45
8 5 29
8 12 50
8 23 29
8 27 1
8 49 28
9 19 50
9 23 29
9 48 22
10 0 0
10 2 50
10 5 50
10 18 6
10 20 5
10 30 14
10 38 44
10 39 0
11 2 47
11 17 37
11 19 22
11 34 14
11 35 21
12 0 13
12 6 48
12 9 2
12 24 49
12 25 14
12 36 0
12 38 26
13 0 16
13 4 23
13 7 34
13 8 44
13 21 22
13 26 40
13 35 23
13 37 12
14 15 48
14 19 44
14 23 1
14 35 6
14 42 20
15 6 14
15 10 42
15 17 50
15 34 47
15 37 27
15 44 11
15 45 18
15 48 18
15 49 37
16 11 17
16 26 31
16 29 49
16 34 14
16 39 49
16 44 3
17 8 7
17 12 23
17 14 9
17 24 21
17 29 26
17 36 0
17 40 37
18 3 36
18 20 0
18 31 23
18 37 9
18 45 10
19 5 10
19 15 38
19 31 4
19 33 8
19 45 8
19 47 16
20 0 47
20 4 3
20 9 47
20 14 1
20 26 30
20 40 8
20 41 46
20 46 16
21 18 45
21 20 27
21 26 29
21 35 43
21 46 5
22 16 23
22 21 35
22 23 50
22 37 44
22 41 21
23 1 32
23 3 35
23 6 19
23 11 36
23 19 25
23 30 50
23 32 31
23 36 21
23 37 26
23 41 43
24 28 25
24 30 21
24 32 24
24 33 1
24 44 13
25 6 32
25 7 7
25 15 32
25 16 17
25 29 4
25 34 33
25 36 7
26 34 30
26 36 20
26 40 26
27 13 26
27 16 12
27 35 18
27 48 20
28 3 6
28 7 22
28 15 49
28 19 50
28 26 30
28 27 48
28 32 9
28 47 39
29 2 17
29 3 22
29 11 9
29 34 1
29 42 30
29 46 34
29 49 38
30 8 43
30 17 4
30 22 22
30 26 0
30 41 45
30 43 24
30 44 12
31 2 32
31 17 11
31 23 44
31 42 32
32 3 37
32 4 47
32 19 28
32 26 19
32 38 29
32 40 39
32 44 22
32 49 12
33 11 0
33 16 1
33 27 46
33 39 46
33 40 48
33 49 17
34 5 24
34 7 33
34 17 44
34 19 46
34 31 50
34 33 2
34 46 25
34 47 8
35 8 27
35 48 45
36 3 26
36 10 33
36 20 14
36 27 31
36 31 33
36 35 26
36 42 21
36 49 19
37 3 46
37 4 41
37 7 34
37 12 10
37 46 13
38 1 23
38 20 9
38 25 14
38 26 5
38 28 19
39 8 23
39 9 25
39 11 11
39 19 16
40 3 5
40 10 32
40 11 3
40 13 34
40 18 15
40 21 42
40 23 1
40 25 44
40 30 20
40 39 38
40 49 45
41 3 29
41 13 50
41 37 32
41 42 5
41 46 22
41 47 10
42 4 16
42 8 34
42 9 44
42 16 17
42 21 2
42 30 34
42 47 49
43 19 46
43 33 34
43 37 9
43 38 41
43 39 33
44 5 27
44 10 26
44 18 37
44 19 38
44 20 14
44 25 20
44 49 29
45 22 42
45 24 30
45 31 23
45 32 4
45 48 29
46 36 45
47 13 26
47 16 44
47 20 27
47 46 42
47 48 25
48 25 9
48 36 35
48 40 38
48 44 44
48 49 35
49 1 1
49 4 5
49 24 12
49 35 0
49 47 2
